CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1 COc1ccc(C(=O)Nc2ccc(NC(=O)c3cnn(-c4ccc(C)c(Cl)c4)c3C3CC3)cc2)cc1
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1 CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1 CCC(NC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1)c1ccccc1
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1 Cc1ccc(-n2ncc(C(=O)NCc3ccc(Cl)cc3)c2C2CC2)cc1Cl
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1 Cc1ccc(-n2ncc(C(=O)NCCC(=O)NCc3ccc4ccccc4c3)c2C2CC2)cc1Cl
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1 CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1c1csc2nsnc12
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1 CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCCC1C1=CSCC1
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1 CC(C(=O)Nc1ccccc1)[NH+]1CCCC1C1CC=CS1
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1 CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1=CSCC1
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1 CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1C=CS(=O)(=O)C1
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1 CCN(CC1CCOC1)C(=O)c1ccc(C)cc1
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1 CCN(CC1CCOC1)C(=O)c1ccc(-c2ccncc2)cc1
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1 Cc1cc(C)cc(CCN(CC2CCOC2)C(=O)c2ccnc(Cl)c2)c1
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1 CCN(Cc1ccc(Cl)cc1)C(=O)c1ccnc(Cl)c1
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1 CCN(CC1CCOC1)C(=O)c1ccc(Cl)cc1Cl
Cc1ccccc1CS(=O)CCCc1ccccc1 Cc1ccccc1CS(=O)CCCc1ccc(Cl)cc1
Cc1ccccc1CS(=O)CCCc1ccccc1 O=C(CCCc1ccccc1)SCc1ccccc1-c1cccc(Cl)c1
Cc1ccccc1CS(=O)CCCc1ccccc1 CCSc1ccccc1-c1ccccc1CS(=O)CCCc1ccccc1
Cc1ccccc1CS(=O)CCCc1ccccc1 Cc1ccccc1CS(=O)CCCc1ccccc1
Cc1ccccc1CS(=O)CCCc1ccccc1 CCSc1ccccc1-c1ccccc1CS(=O)CCCc1ccccc1
CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl CSCC(=O)NNC(=O)c1c(O)cc(-c2nc3ccccc3s2)cc1Cl
CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl CSCc1ccc(C(=O)NNC(=O)c2c(O)cc(Cl)cc2Cl)cc1
CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl COc1ccc(SCC(=O)NNC(=O)c2c(O)cc(Cl)cc2Cl)cc1
CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl CSCC(=O)NNC(=O)c1c(Cl)cc(Oc2cccc(Cl)c2)cc1Cl
CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl CSCC(=O)NNC(=O)c1c(Cl)cc(Cl)cc1-c1nc2ccccc2s1
c1ccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)cc1 Cc1ccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)cc1
c1ccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)cc1 c1ccc(-c2cc(N3CC4COC(c5ccc6ccccc6c5)C4C3)c3ccccc3[nH+]2)cc1
c1ccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)cc1 CC1OCC2CCN(c3cc(-c4ccccc4)[nH+]c4ccccc34)C21
c1ccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)cc1 Clc1cccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)c1
c1ccc(-c2cc(N3CC4C5CCC(O5)C4C3)c3ccccc3[nH+]2)cc1 c1ccc(-c2cc(N3CCC(c4ccc5ccccc5c4)C3)c3ccccc3[nH+]2)cc1
Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1 Cc1cc(CNC(=O)Nc2cc(-c3ccc(-c4ccccc4)cc3)on2)no1
Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1 Cc1cc(CNC(=O)Nc2ccc(-c3ccccc3)c(-c3ccccc3)c2)no1
Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1 CCSc1ccccc1-c1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1
Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1 Cc1cc(CNC(=O)Nc2cccc(Sc3ccccc3)c2)no1
Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1 Cc1cc(CNC(=O)Nc2ccccc2-c2ccccc2)no1
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1 Cc1ccn2c(=O)c(C(=O)Nc3nc(-c4cccc(Cl)c4)n[n-]3)cnc2c1
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1 COc1ccc(-c2ccn3c(=O)c(C(=O)Nc4n[n-]c(C(F)(F)F)n4)cnc3c2)cc1
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1 O=C(Nc1n[n-]c(C(F)(F)F)n1)c1cnc2cc(Cc3ccc(Cl)cc3)ccn2c1=O
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1 CCSc1ccccc1-c1ccn2c(=O)c(C(=O)Nc3n[n-]c(-c4ccc(C(F)(F)F)cc4)n3)cnc2c1
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1 Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(-c4ccc(F)cc4)n3)cnc2c1
CN(Cc1ccncc1)C(=O)c1ccc(I)cc1 CN(Cc1ccncc1)C(=O)c1ccc(I)cc1
CN(Cc1ccncc1)C(=O)c1ccc(I)cc1 O=C(c1ccc(I)cc1)N(CCCC1CCCC1)Cc1ccccc1Cl
CN(Cc1ccncc1)C(=O)c1ccc(I)cc1 CCSc1ccccc1OCCN(C(=O)c1ccc(I)cc1)c1ccccc1SCC
CN(Cc1ccncc1)C(=O)c1ccc(I)cc1 COc1ccc(C(=O)N(C)Cc2ccncc2)cc1
CN(Cc1ccncc1)C(=O)c1ccc(I)cc1 CCSc1ccccc1Oc1ccc(C(=O)N(C)Cc2ccncc2)cc1
COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1 O=C(Cn1nc(N2CCN(c3ccccc3Oc3cccc(Cl)c3)CC2)ccc1=O)NC1CC1
COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1 COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)Nc3ccc(Cl)cc3)n2)CC1
COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1 CCSc1ccccc1Oc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1
COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1 CCSc1ccccc1Oc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1
COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1 CCSc1ccccc1Oc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1
COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1-c1csc(-c2ccsc2)n1
COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C Cc1nn(CCc2ccccc2)c(C)c1CNc1ncnc2sccc12
COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C COC(=O)Cn1nc(C)c(Cc2ccc(Cl)cc2)c1C
COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C Cc1nn(CC(=O)Oc2cccc(Cl)c2)c(C)c1CNc1ncnc2sccc12
COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C Cc1cccc(C)c1NC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1 C=CCNC(=O)Nc1ccc(F)c(NC(=O)OCc2ccccc2C)c1
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1 C=Cc1ccccc1CNC(=O)Nc1ccc(F)c(NC(=O)OC)c1
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1 COC(=O)Nc1cc(NC(=O)Nc2ccccc2C)ccc1F
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1 C=CCNC(=O)Nc1ccc(F)c(NC(=O)OCc2ccc(Cl)cc2)c1
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1 C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1
c1cnn(CC2CN(CCCOc3ccc4c(c3)OCO4)CCO2)c1 c1ccc(C2CN(CCCOc3ccc4c(c3)OCO4)CCO2)cc1
c1cnn(CC2CN(CCCOc3ccc4c(c3)OCO4)CCO2)c1 Clc1ccccc1C1Oc2ccc(OCCCN3CCOC(Cn4cccn4)C3)cc2O1
c1cnn(CC2CN(CCCOc3ccc4c(c3)OCO4)CCO2)c1 c1cnn(CC2CN(Cc3ccc(OCCOc4ccc5c(c4)OCO5)cc3)CCO2)c1
c1cnn(CC2CN(CCCOc3ccc4c(c3)OCO4)CCO2)c1 CC(C)c1ccc(OCCCN2CCOC(Cn3cccn3)C2)cc1
c1cnn(CC2CN(CCCOc3ccc4c(c3)OCO4)CCO2)c1 Fc1ccc(C2CN(CCCOc3ccc4c(c3)OCO4)CCO2)cc1
COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1 COc1cc(C(=O)Nc2ccccc2Oc2ccc(-c3ccccc3)cc2)on1
COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1 CCSc1ccccc1Oc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1
COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1 CCSc1ccccc1Oc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1
COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1 COc1cc(C(=O)Nc2ccccc2Oc2ccccc2Oc2ccccc2)on1
COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1 COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1
CCCc1nnc(NC(=O)NNc2ccccc2Cl)s1 CCCc1nnc(NC(=O)Nc2cccc3ccccc23)s1
CCCc1nnc(NC(=O)NNc2ccccc2Cl)s1 CCCc1nnc(NC(=O)NNc2ccccc2Cl)s1
CCCc1nnc(NC(=O)NNc2ccccc2Cl)s1 O=C(NNc1ccccc1Cl)Nc1nnc(CCCc2ccccc2)s1
CCCc1nnc(NC(=O)NNc2ccccc2Cl)s1 CCCc1nnc(NC(=O)Nc2ccccc2Cl)s1
CCCc1nnc(NC(=O)NNc2ccccc2Cl)s1 O=C(NNc1ccccc1Cl)Nc1nnc(CCCc2ccccc2)s1
COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1 COC(=O)c1ccc(CNc2ccc(F)cc2)[nH]1
COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1 Cc1ccc(NC(=O)c2ccc(CNc3ccn(C)n3)[nH]2)cc1
